sample,chromosome,position,coverage
149,chr1,4793,5
149,chr1,4794,0
149,chr1,4795,0
149,chr1,4796,0
149,chr1,4797,0
149,chr1,4798,0
149,chr1,4799,0
149,chr1,4800,0
149,chr1,4801,0
149,chr1,4802,0
149,chr1,4803,0
149,chr1,4804,0
149,chr1,4805,0
149,chr1,4806,0
149,chr1,4807,0
149,chr1,4808,0
149,chr1,4809,0
149,chr1,4810,0
149,chr1,4811,0
149,chr1,4812,0
149,chr1,4813,0
149,chr1,4814,0
149,chr1,4815,0
149,chr1,4816,0
149,chr1,4817,0
149,chr1,4818,0
149,chr1,4819,0
149,chr1,4820,0
149,chr1,4821,0
149,chr1,4822,0
149,chr1,4823,0
149,chr1,4824,0
149,chr1,4825,0
149,chr1,4826,0
149,chr1,4827,0
149,chr1,4828,0
149,chr1,4829,0
149,chr1,4830,0
149,chr1,4831,0
149,chr1,4832,0
149,chr1,4833,0
149,chr1,4834,0
149,chr1,4835,0
149,chr1,4836,0
149,chr1,4837,0
149,chr1,4838,0
149,chr1,4839,0
149,chr1,4840,0
149,chr1,4841,0
149,chr1,4842,0
149,chr1,4843,0
149,chr1,4844,0
149,chr1,4845,0
149,chr1,4846,0
149,chr1,4847,0
149,chr1,4848,0
149,chr1,4849,0
149,chr1,4850,0
149,chr1,4851,0
149,chr1,4852,0
149,chr1,4853,0
149,chr1,4854,0
149,chr1,4855,0
149,chr1,4856,0
150,chr1,1,0
150,chr1,2,0
150,chr1,3,0
150,chr1,4,0
150,chr1,5,0
150,chr1,6,0
150,chr1,7,0
150,chr1,8,0
150,chr1,9,0
150,chr1,10,0
150,chr1,11,0
150,chr1,12,0
150,chr1,13,0
150,chr1,14,0
150,chr1,15,0
150,chr1,16,0
150,chr1,17,0
150,chr1,18,0
150,chr1,19,0
150,chr1,20,0
150,chr1,21,0
150,chr1,22,0
150,chr1,23,0
150,chr1,24,0
150,chr1,25,0
150,chr1,26,0
150,chr1,27,0
150,chr1,28,0
150,chr1,29,0
150,chr1,30,0
150,chr1,31,0
150,chr1,32,0
150,chr1,33,0
150,chr1,34,0
150,chr1,35,0
150,chr1,36,0
150,chr1,37,0
150,chr1,38,0
150,chr1,39,0
150,chr1,40,0
150,chr1,41,0
150,chr1,42,0
150,chr1,43,0
150,chr1,44,0
150,chr1,45,0
150,chr1,46,0
150,chr1,47,0
150,chr1,48,0
150,chr1,49,0
150,chr1,50,0
150,chr1,51,0
150,chr1,52,0
150,chr1,53,0
150,chr1,54,0
150,chr1,55,0
150,chr1,56,0
150,chr1,57,0
150,chr1,58,0
150,chr1,59,0
150,chr1,60,0
150,chr1,61,0
150,chr1,62,0
150,chr1,63,0
150,chr1,64,0
150,chr1,65,0
150,chr1,66,0
150,chr1,67,0
150,chr1,68,0
150,chr1,69,0
150,chr1,70,0
150,chr1,71,2
150,chr1,72,2
150,chr1,73,2
150,chr1,74,2
150,chr1,75,2
150,chr1,76,2
150,chr1,77,2
150,chr1,78,2
150,chr1,79,2
150,chr1,80,2
150,chr1,81,2
150,chr1,82,2
150,chr1,83,2
150,chr1,84,2
150,chr1,85,2
150,chr1,86,2
150,chr1,87,2
150,chr1,88,2
150,chr1,89,2
150,chr1,90,2
150,chr1,91,2
150,chr1,92,2
150,chr1,93,2
150,chr1,94,2
150,chr1,95,0
150,chr1,96,0
150,chr1,97,0
150,chr1,98,0
150,chr1,99,0
150,chr1,100,0
150,chr1,101,0
150,chr1,102,0
150,chr1,103,0
150,chr1,104,0
150,chr1,105,0
150,chr1,106,0
150,chr1,107,0
150,chr1,108,0
150,chr1,109,0
150,chr1,110,0
150,chr1,111,0
150,chr1,112,0
150,chr1,113,0
150,chr1,114,0
150,chr1,115,0
150,chr1,116,0
150,chr1,117,0
150,chr1,118,0
150,chr1,119,0
150,chr1,120,0
150,chr1,121,0
150,chr1,122,0
150,chr1,123,0
150,chr1,124,0
150,chr1,125,0
150,chr1,126,0
150,chr1,127,0
150,chr1,128,0
150,chr1,129,0
150,chr1,130,0
150,chr1,131,0
150,chr1,132,0
150,chr1,133,0
150,chr1,134,0
150,chr1,135,0
150,chr1,136,0
150,chr1,137,0
150,chr1,138,0
150,chr1,139,0
150,chr1,140,0
150,chr1,141,0
150,chr1,142,0
150,chr1,143,0
150,chr1,144,0
150,chr1,145,0
150,chr1,146,0
150,chr1,147,0
150,chr1,148,0
150,chr1,149,0
150,chr1,150,0
150,chr1,151,0
150,chr1,152,0
150,chr1,153,0
150,chr1,154,0
150,chr1,155,0
150,chr1,156,0
150,chr1,157,0
150,chr1,158,0
150,chr1,159,0
150,chr1,160,0
150,chr1,161,0
150,chr1,162,0
150,chr1,163,0
150,chr1,164,0
150,chr1,165,0
150,chr1,166,0
150,chr1,167,0
150,chr1,168,0
150,chr1,169,0
150,chr1,170,0
150,chr1,171,0
150,chr1,172,0
150,chr1,173,0
150,chr1,174,0
150,chr1,175,0
150,chr1,176,0
150,chr1,177,0
150,chr1,178,0
150,chr1,179,0
150,chr1,180,0
150,chr1,181,0
150,chr1,182,0
150,chr1,183,0
150,chr1,184,0
150,chr1,185,0
150,chr1,186,0
150,chr1,187,0
150,chr1,188,0
150,chr1,189,0
150,chr1,190,0
150,chr1,191,0
150,chr1,192,0
150,chr1,193,0
150,chr1,194,0
150,chr1,195,0
150,chr1,196,0
150,chr1,197,0
150,chr1,198,0
150,chr1,199,0
150,chr1,200,0
150,chr1,201,0
150,chr1,202,0
150,chr1,203,0
150,chr1,204,0
150,chr1,205,0
150,chr1,206,0
150,chr1,207,0
150,chr1,208,0
150,chr1,209,0
150,chr1,210,0
150,chr1,211,2
150,chr1,212,2
150,chr1,213,2
150,chr1,214,2
150,chr1,215,2
150,chr1,216,2
150,chr1,217,2
150,chr1,218,2
150,chr1,219,2
150,chr1,220,2
150,chr1,221,2
150,chr1,222,2
150,chr1,223,2
150,chr1,224,2
150,chr1,225,2
150,chr1,226,2
150,chr1,227,2
150,chr1,228,2
150,chr1,229,2
150,chr1,230,2
150,chr1,231,2
150,chr1,232,2
150,chr1,233,2
150,chr1,234,2
150,chr1,235,2
150,chr1,236,2
150,chr1,237,2
150,chr1,238,2
150,chr1,239,2
150,chr1,240,2
150,chr1,241,2
150,chr1,242,2
150,chr1,243,2
150,chr1,244,2
150,chr1,245,2
150,chr1,246,2
150,chr1,247,2
150,chr1,248,2
150,chr1,249,2
150,chr1,250,2
150,chr1,251,2
150,chr1,252,2
150,chr1,253,2
150,chr1,254,2
150,chr1,255,2
150,chr1,256,2
150,chr1,257,2
150,chr1,258,2
150,chr1,259,2
150,chr1,260,2
150,chr1,261,2
150,chr1,262,2
150,chr1,263,2
150,chr1,264,2
150,chr1,265,2
150,chr1,266,2
150,chr1,267,2
150,chr1,268,2
150,chr1,269,2
150,chr1,270,2
150,chr1,271,2
150,chr1,272,2
150,chr1,273,2
150,chr1,274,2
150,chr1,275,2
150,chr1,276,2
150,chr1,277,2
150,chr1,278,2
150,chr1,279,2
150,chr1,280,2
150,chr1,281,2
150,chr1,282,2
150,chr1,283,2
150,chr1,284,2
150,chr1,285,2
150,chr1,286,2
150,chr1,287,2
150,chr1,288,2
150,chr1,289,2
150,chr1,290,2
150,chr1,291,2
150,chr1,292,2
150,chr1,293,2
150,chr1,294,2
150,chr1,295,2
150,chr1,296,2
150,chr1,297,2
150,chr1,298,2
150,chr1,299,2
150,chr1,300,2
150,chr1,301,2
150,chr1,302,2
150,chr1,303,2
150,chr1,304,2
150,chr1,305,2
150,chr1,306,2
150,chr1,307,2
150,chr1,308,2
150,chr1,309,2
150,chr1,310,2
150,chr1,311,2
150,chr1,312,2
150,chr1,313,2
150,chr1,314,2
150,chr1,315,2
150,chr1,316,2
150,chr1,317,2
150,chr1,318,2
150,chr1,319,2
150,chr1,320,2
150,chr1,321,2
150,chr1,322,2
150,chr1,323,2
150,chr1,324,2
150,chr1,325,2
150,chr1,326,2
150,chr1,327,2
150,chr1,328,2
150,chr1,329,2
150,chr1,330,2
150,chr1,331,2
150,chr1,332,2
150,chr1,333,2
150,chr1,334,2
150,chr1,335,2
150,chr1,336,2
150,chr1,337,2
150,chr1,338,2
150,chr1,339,2
150,chr1,340,2
150,chr1,341,2
150,chr1,342,2
150,chr1,343,2
150,chr1,344,2
150,chr1,345,0
150,chr1,346,0
150,chr1,347,0
150,chr1,348,0
150,chr1,349,0
150,chr1,350,0
150,chr1,351,0
150,chr1,352,0
150,chr1,353,0
150,chr1,354,0
150,chr1,355,0
150,chr1,356,0
150,chr1,357,0
150,chr1,358,0
150,chr1,359,0
150,chr1,360,0
150,chr1,361,0
150,chr1,362,0
150,chr1,363,0
150,chr1,364,0
150,chr1,365,0
150,chr1,366,0
150,chr1,367,0
150,chr1,368,0
150,chr1,369,0
150,chr1,370,0
150,chr1,371,0
150,chr1,372,0
150,chr1,373,0
150,chr1,374,0
150,chr1,375,0
150,chr1,376,0
150,chr1,377,0
150,chr1,378,0
150,chr1,379,0
150,chr1,380,0
150,chr1,381,0
150,chr1,382,0
150,chr1,383,0
150,chr1,384,0
150,chr1,385,0
150,chr1,386,0
150,chr1,387,0
150,chr1,388,0
150,chr1,389,0
150,chr1,390,0
150,chr1,391,0
150,chr1,392,0
150,chr1,393,0
150,chr1,394,0
150,chr1,395,0
150,chr1,396,0
150,chr1,397,0
150,chr1,398,0
150,chr1,399,0
150,chr1,400,0
150,chr1,401,0
150,chr1,402,0
150,chr1,403,0
150,chr1,404,0
150,chr1,405,0
150,chr1,406,0
150,chr1,407,0
150,chr1,408,0
150,chr1,409,0
150,chr1,410,0
150,chr1,411,0
150,chr1,412,0
150,chr1,413,0
150,chr1,414,0
150,chr1,415,0
150,chr1,416,0
150,chr1,417,0
150,chr1,418,0
150,chr1,419,0
150,chr1,420,0
150,chr1,421,0
150,chr1,422,0
150,chr1,423,0
150,chr1,424,0
150,chr1,425,0
150,chr1,426,0
150,chr1,427,0
150,chr1,428,0
150,chr1,429,0
150,chr1,430,0
150,chr1,431,0
150,chr1,432,0
150,chr1,433,0
150,chr1,434,0
150,chr1,435,0
150,chr1,436,0
150,chr1,437,0
150,chr1,438,0
150,chr1,439,0
150,chr1,440,0
150,chr1,441,0
150,chr1,442,0
150,chr1,443,0
150,chr1,444,0
150,chr1,445,0
150,chr1,446,0
150,chr1,447,0
150,chr1,448,0
150,chr1,449,0
150,chr1,450,0
150,chr1,451,0
150,chr1,452,0
150,chr1,453,0
150,chr1,454,0
150,chr1,455,0
150,chr1,456,0
150,chr1,457,0
150,chr1,458,0
150,chr1,459,0
150,chr1,460,0
150,chr1,461,0
150,chr1,462,0
150,chr1,463,0
150,chr1,464,0
150,chr1,465,0
150,chr1,466,0
150,chr1,467,0
150,chr1,468,0
150,chr1,469,0
150,chr1,470,0
150,chr1,471,0
150,chr1,472,0
150,chr1,473,0
150,chr1,474,0
150,chr1,475,0
150,chr1,476,0
150,chr1,477,0
150,chr1,478,0
150,chr1,479,0
150,chr1,480,0
150,chr1,481,0
150,chr1,482,0
150,chr1,483,0
150,chr1,484,0
150,chr1,485,0
150,chr1,486,0
150,chr1,487,0
150,chr1,488,0
150,chr1,489,0
150,chr1,490,0
150,chr1,491,0
150,chr1,492,0
150,chr1,493,0
150,chr1,494,0
150,chr1,495,0
150,chr1,496,0
150,chr1,497,0
150,chr1,498,0
150,chr1,499,0
150,chr1,500,0
150,chr1,501,0
150,chr1,502,0
150,chr1,503,0
150,chr1,504,0
150,chr1,505,0
150,chr1,506,0
150,chr1,507,0
150,chr1,508,0
150,chr1,509,0
150,chr1,510,0
150,chr1,511,0
150,chr1,512,0
150,chr1,513,0
150,chr1,514,0
150,chr1,515,0
150,chr1,516,0
150,chr1,517,0
150,chr1,518,0
150,chr1,519,0
150,chr1,520,0
150,chr1,521,0
150,chr1,522,0
150,chr1,523,0
150,chr1,524,0
150,chr1,525,0
150,chr1,526,0
150,chr1,527,0
150,chr1,528,0
150,chr1,529,0
150,chr1,530,0
150,chr1,531,0
150,chr1,532,0
150,chr1,533,0
150,chr1,534,0
150,chr1,535,0
150,chr1,536,0
150,chr1,537,0
150,chr1,538,0
150,chr1,539,0
150,chr1,540,0
150,chr1,541,0
150,chr1,542,0
150,chr1,543,0
150,chr1,544,0
150,chr1,545,0
150,chr1,546,0
150,chr1,547,0
150,chr1,548,0
150,chr1,549,0
150,chr1,550,0
150,chr1,551,0
150,chr1,552,0
150,chr1,553,0
150,chr1,554,0
150,chr1,555,0
150,chr1,556,0
150,chr1,557,0
150,chr1,558,0
150,chr1,559,0
150,chr1,560,0
150,chr1,561,0
150,chr1,562,0
150,chr1,563,0
150,chr1,564,0
150,chr1,565,0
150,chr1,566,0
150,chr1,567,0
150,chr1,568,0
150,chr1,569,0
150,chr1,570,0
150,chr1,571,0
150,chr1,572,0
150,chr1,573,0
150,chr1,574,0
150,chr1,575,0
150,chr1,576,0
150,chr1,577,0
150,chr1,578,0
150,chr1,579,0
150,chr1,580,0
150,chr1,581,0
150,chr1,582,0
150,chr1,583,0
150,chr1,584,0
150,chr1,585,0
150,chr1,586,0
150,chr1,587,0
150,chr1,588,0
150,chr1,589,0
150,chr1,590,0
150,chr1,591,0
150,chr1,592,0
150,chr1,593,0
150,chr1,594,0
150,chr1,595,0
150,chr1,596,0
150,chr1,597,0
150,chr1,598,0
150,chr1,599,0
150,chr1,600,0
150,chr1,601,0
150,chr1,602,0
150,chr1,603,0
150,chr1,604,0
150,chr1,605,0
150,chr1,606,0
150,chr1,607,0
150,chr1,608,0
150,chr1,609,0
150,chr1,610,0
150,chr1,611,0
150,chr1,612,0
150,chr1,613,0
150,chr1,614,0
150,chr1,615,0
150,chr1,616,0
150,chr1,617,0
150,chr1,618,0
150,chr1,619,0
150,chr1,620,0
150,chr1,621,0
150,chr1,622,0
150,chr1,623,0
150,chr1,624,0
150,chr1,625,0
150,chr1,626,0
150,chr1,627,0
150,chr1,628,0
150,chr1,629,0
150,chr1,630,0
150,chr1,631,0
150,chr1,632,0
150,chr1,633,0
150,chr1,634,0
150,chr1,635,0
150,chr1,636,0
150,chr1,637,0
150,chr1,638,0
150,chr1,639,0
150,chr1,640,0
150,chr1,641,0
150,chr1,642,0
150,chr1,643,0
150,chr1,644,0
150,chr1,645,0
150,chr1,646,0
150,chr1,647,0
150,chr1,648,0
150,chr1,649,0
150,chr1,650,0
150,chr1,651,0
150,chr1,652,0
150,chr1,653,0
150,chr1,654,0
150,chr1,655,0
150,chr1,656,0
150,chr1,657,0
150,chr1,658,0
150,chr1,659,0
150,chr1,660,0
150,chr1,661,0
150,chr1,662,0
150,chr1,663,0
150,chr1,664,0
150,chr1,665,0
150,chr1,666,0
150,chr1,667,0
150,chr1,668,0
150,chr1,669,0
150,chr1,670,0
150,chr1,671,0
150,chr1,672,0
150,chr1,673,0
150,chr1,674,0
150,chr1,675,0
150,chr1,676,0
150,chr1,677,0
150,chr1,678,0
150,chr1,679,0
150,chr1,680,0
150,chr1,681,0
150,chr1,682,0
150,chr1,683,0
150,chr1,684,0
150,chr1,685,0
150,chr1,686,0
150,chr1,687,0
150,chr1,688,0
150,chr1,689,0
150,chr1,690,0
150,chr1,691,0
150,chr1,692,0
150,chr1,693,0
150,chr1,694,0
150,chr1,695,0
150,chr1,696,0
150,chr1,697,0
150,chr1,698,0
150,chr1,699,0
150,chr1,700,0
150,chr1,701,0
150,chr1,702,0
150,chr1,703,0
150,chr1,704,0
150,chr1,705,0
150,chr1,706,0
150,chr1,707,0
150,chr1,708,0
150,chr1,709,0
150,chr1,710,0
150,chr1,711,0
150,chr1,712,0
150,chr1,713,0
150,chr1,714,0
150,chr1,715,0
150,chr1,716,0
150,chr1,717,0
150,chr1,718,0
150,chr1,719,0
150,chr1,720,0
150,chr1,721,0
150,chr1,722,0
150,chr1,723,0
150,chr1,724,0
150,chr1,725,0
150,chr1,726,0
150,chr1,727,0
150,chr1,728,0
150,chr1,729,0
150,chr1,730,0
150,chr1,731,0
150,chr1,732,0
150,chr1,733,0
150,chr1,734,0
150,chr1,735,0
150,chr1,736,0
150,chr1,737,0
150,chr1,738,0
150,chr1,739,0
150,chr1,740,0
150,chr1,741,0
150,chr1,742,0
150,chr1,743,0
150,chr1,744,0
150,chr1,745,0
150,chr1,746,0
150,chr1,747,0
150,chr1,748,0
150,chr1,749,0
150,chr1,750,0
150,chr1,751,0
150,chr1,752,0
150,chr1,753,0
150,chr1,754,0
150,chr1,755,0
150,chr1,756,0
150,chr1,757,0
150,chr1,758,0
150,chr1,759,0
150,chr1,760,0
150,chr1,761,0
150,chr1,762,0
150,chr1,763,0
150,chr1,764,0
150,chr1,765,0
150,chr1,766,0
150,chr1,767,0
150,chr1,768,0
150,chr1,769,0
150,chr1,770,0
150,chr1,771,0
150,chr1,772,0
150,chr1,773,0
150,chr1,774,0
150,chr1,775,0
150,chr1,776,0
150,chr1,777,0
150,chr1,778,0
150,chr1,779,0
150,chr1,780,0
150,chr1,781,0
150,chr1,782,0
150,chr1,783,0
150,chr1,784,0
150,chr1,785,0
150,chr1,786,0
150,chr1,787,0
150,chr1,788,0
150,chr1,789,0
150,chr1,790,0
150,chr1,791,0
150,chr1,792,0
150,chr1,793,0
150,chr1,794,0
150,chr1,795,0
150,chr1,796,0
150,chr1,797,0
150,chr1,798,0
150,chr1,799,0
150,chr1,800,0
150,chr1,801,0
150,chr1,802,0
150,chr1,803,0
150,chr1,804,0
150,chr1,805,0
150,chr1,806,0
150,chr1,807,0
150,chr1,808,0
150,chr1,809,0
150,chr1,810,0
150,chr1,811,0
150,chr1,812,0
150,chr1,813,0
150,chr1,814,0
150,chr1,815,0
150,chr1,816,0
150,chr1,817,0
150,chr1,818,0
150,chr1,819,0
150,chr1,820,0
150,chr1,821,0
150,chr1,822,0
150,chr1,823,0
150,chr1,824,0
150,chr1,825,0
150,chr1,826,0
150,chr1,827,0
150,chr1,828,0
150,chr1,829,0
150,chr1,830,0
150,chr1,831,0
150,chr1,832,0
150,chr1,833,0
150,chr1,834,0
150,chr1,835,0
150,chr1,836,0
150,chr1,837,0
150,chr1,838,0
150,chr1,839,0
150,chr1,840,0
150,chr1,841,0
150,chr1,842,0
150,chr1,843,0
150,chr1,844,0
150,chr1,845,0
150,chr1,846,0
150,chr1,847,0
150,chr1,848,0
150,chr1,849,0
150,chr1,850,0
150,chr1,851,0
150,chr1,852,0
150,chr1,853,0
150,chr1,854,0
150,chr1,855,0
150,chr1,856,0
150,chr1,857,0
150,chr1,858,0
150,chr1,859,0
150,chr1,860,0
150,chr1,861,0
150,chr1,862,0
150,chr1,863,0
150,chr1,864,0
150,chr1,865,0
150,chr1,866,0
150,chr1,867,0
150,chr1,868,0
150,chr1,869,0
150,chr1,870,0
150,chr1,871,0
150,chr1,872,0
150,chr1,873,0
150,chr1,874,0
150,chr1,875,0
150,chr1,876,0
150,chr1,877,0
150,chr1,878,0
150,chr1,879,0
150,chr1,880,0
150,chr1,881,0
150,chr1,882,0
150,chr1,883,0
150,chr1,884,0
150,chr1,885,0
150,chr1,886,0
150,chr1,887,0
150,chr1,888,0
150,chr1,889,0
150,chr1,890,0
150,chr1,891,0
150,chr1,892,0
150,chr1,893,0
150,chr1,894,0
150,chr1,895,0
150,chr1,896,0
150,chr1,897,0
150,chr1,898,0
150,chr1,899,0
150,chr1,900,0
150,chr1,901,0
150,chr1,902,0
150,chr1,903,0
150,chr1,904,0
150,chr1,905,0
150,chr1,906,0
150,chr1,907,0
150,chr1,908,0
150,chr1,909,0
150,chr1,910,0
150,chr1,911,0
150,chr1,912,0
150,chr1,913,0
150,chr1,914,0
150,chr1,915,0
150,chr1,916,0
150,chr1,917,0
150,chr1,918,0
150,chr1,919,0
150,chr1,920,0
150,chr1,921,0
150,chr1,922,0
150,chr1,923,0
150,chr1,924,0
150,chr1,925,0
150,chr1,926,0
150,chr1,927,0
150,chr1,928,0
150,chr1,929,0
150,chr1,930,0
150,chr1,931,0
150,chr1,932,0
150,chr1,933,0
150,chr1,934,0
150,chr1,935,0
150,chr1,936,0
150,chr1,937,0
150,chr1,938,0
150,chr1,939,0
150,chr1,940,0
150,chr1,941,0
150,chr1,942,0
150,chr1,943,0
150,chr1,944,0
150,chr1,945,0
150,chr1,946,0
150,chr1,947,0
150,chr1,948,0
150,chr1,949,0
150,chr1,950,0
150,chr1,951,0
150,chr1,952,0
150,chr1,953,0
150,chr1,954,0
150,chr1,955,0
150,chr1,956,0
150,chr1,957,0
150,chr1,958,0
150,chr1,959,0
150,chr1,960,0
150,chr1,961,0
150,chr1,962,0
150,chr1,963,0
150,chr1,964,0
150,chr1,965,0
150,chr1,966,0
150,chr1,967,0
150,chr1,968,0
150,chr1,969,0
150,chr1,970,0
150,chr1,971,0
150,chr1,972,0
150,chr1,973,0
150,chr1,974,0
150,chr1,975,0
150,chr1,976,0
150,chr1,977,0
150,chr1,978,0
150,chr1,979,0
150,chr1,980,0
150,chr1,981,0
150,chr1,982,0
150,chr1,983,0
150,chr1,984,0
150,chr1,985,0
150,chr1,986,0
150,chr1,987,0
150,chr1,988,0
150,chr1,989,0
150,chr1,990,0
150,chr1,991,0
150,chr1,992,0
150,chr1,993,0
150,chr1,994,0
150,chr1,995,0
150,chr1,996,0
150,chr1,997,0
150,chr1,998,0
150,chr1,999,0
150,chr1,1000,0
150,chr1,1001,0
150,chr1,1002,0
150,chr1,1003,0
150,chr1,1004,0
150,chr1,1005,0
150,chr1,1006,0
150,chr1,1007,0
150,chr1,1008,0
150,chr1,1009,0
150,chr1,1010,0
150,chr1,1011,0
150,chr1,1012,0
150,chr1,1013,0
150,chr1,1014,0
150,chr1,1015,0
150,chr1,1016,0
150,chr1,1017,0
150,chr1,1018,0
150,chr1,1019,0
150,chr1,1020,0
150,chr1,1021,0
150,chr1,1022,0
150,chr1,1023,0
150,chr1,1024,0
150,chr1,1025,0
150,chr1,1026,0
150,chr1,1027,0
150,chr1,1028,0
150,chr1,1029,0
150,chr1,1030,0
150,chr1,1031,0
150,chr1,1032,0
150,chr1,1033,0
150,chr1,1034,0
150,chr1,1035,0
150,chr1,1036,0
150,chr1,1037,0
150,chr1,1038,0
150,chr1,1039,0
150,chr1,1040,0
150,chr1,1041,0
150,chr1,1042,0
150,chr1,1043,0
150,chr1,1044,0
150,chr1,1045,0
150,chr1,1046,0
150,chr1,1047,0
150,chr1,1048,0
150,chr1,1049,0
150,chr1,1050,0
150,chr1,1051,18
150,chr1,1052,31
150,chr1,1053,76
150,chr1,1054,121
150,chr1,1055,161
150,chr1,1056,165
150,chr1,1057,167
150,chr1,1058,198
150,chr1,1059,201
150,chr1,1060,201
150,chr1,1061,201
150,chr1,1062,201
150,chr1,1063,201
150,chr1,1064,202
150,chr1,1065,202
150,chr1,1066,202
150,chr1,1067,202
150,chr1,1068,202
150,chr1,1069,202
150,chr1,1070,202
150,chr1,1071,202
150,chr1,1072,202
150,chr1,1073,201
150,chr1,1074,201
150,chr1,1075,201
150,chr1,1076,201
150,chr1,1077,133
150,chr1,1078,111
150,chr1,1079,87
150,chr1,1080,84
150,chr1,1081,80
150,chr1,1082,79
150,chr1,1083,0
150,chr1,1084,0
150,chr1,1085,0
150,chr1,1086,0
150,chr1,1087,0
150,chr1,1088,0
150,chr1,1089,0
150,chr1,1090,0
150,chr1,1091,14
150,chr1,1092,43
150,chr1,1093,43
150,chr1,1094,43
150,chr1,1095,43
150,chr1,1096,43
150,chr1,1097,43
150,chr1,1098,44
150,chr1,1099,46
150,chr1,1100,46
150,chr1,1101,46
150,chr1,1102,46
150,chr1,1103,48
150,chr1,1104,48
150,chr1,1105,48
150,chr1,1106,48
150,chr1,1107,48
150,chr1,1108,48
150,chr1,1109,48
150,chr1,1110,48
150,chr1,1111,48
150,chr1,1112,82
150,chr1,1113,82
150,chr1,1114,99
150,chr1,1115,101
150,chr1,1116,101
150,chr1,1117,101
150,chr1,1118,102
150,chr1,1119,110
150,chr1,1120,101
150,chr1,1121,98
150,chr1,1122,98
150,chr1,1123,98
150,chr1,1124,98
150,chr1,1125,98
150,chr1,1126,98
150,chr1,1127,98
150,chr1,1128,98
150,chr1,1129,98
150,chr1,1130,98
150,chr1,1131,98
150,chr1,1132,98
150,chr1,1133,98
150,chr1,1134,97
150,chr1,1135,97
150,chr1,1136,95
150,chr1,1137,91
150,chr1,1138,83
150,chr1,1139,42
150,chr1,1140,43
150,chr1,1141,63
150,chr1,1142,71
150,chr1,1143,71
150,chr1,1144,71
150,chr1,1145,70
150,chr1,1146,64
150,chr1,1147,64
150,chr1,1148,64
150,chr1,1149,64
150,chr1,1150,36
150,chr1,1151,36
150,chr1,1152,36
150,chr1,1153,38
150,chr1,1154,37
150,chr1,1155,37
150,chr1,1156,72
150,chr1,1157,110
150,chr1,1158,209
150,chr1,1159,348
150,chr1,1160,435
150,chr1,1161,648
150,chr1,1162,1414
150,chr1,1163,3344
150,chr1,1164,4481
150,chr1,1165,6719
150,chr1,1166,7177
150,chr1,1167,7240
150,chr1,1168,7272
150,chr1,1169,7294
150,chr1,1170,7315
150,chr1,1171,7323
150,chr1,1172,7323
150,chr1,1173,7321
150,chr1,1174,7327
150,chr1,1175,7327
150,chr1,1176,7326
150,chr1,1177,7326
150,chr1,1178,7326
150,chr1,1179,7326
150,chr1,1180,7319
150,chr1,1181,7308
150,chr1,1182,7282
150,chr1,1183,6350
150,chr1,1184,6285
150,chr1,1185,6253
150,chr1,1186,6138
150,chr1,1187,5155
150,chr1,1188,4873
150,chr1,1189,4562
150,chr1,1190,2063
150,chr1,1191,1143
150,chr1,1192,523
150,chr1,1193,176
150,chr1,1194,57
150,chr1,1195,41
150,chr1,1196,22
150,chr1,1197,5
150,chr1,1198,5
150,chr1,1199,4
150,chr1,1200,0
150,chr1,1201,0
150,chr1,1202,0
150,chr1,1203,0
150,chr1,1204,0
150,chr1,1205,0
150,chr1,1206,0
150,chr1,1207,0
150,chr1,1208,0
150,chr1,1209,0
150,chr1,1210,0
150,chr1,1211,0
150,chr1,1212,0
150,chr1,1213,2
150,chr1,1214,2
150,chr1,1215,2
150,chr1,1216,2
150,chr1,1217,2
150,chr1,1218,2
150,chr1,1219,2
150,chr1,1220,2
150,chr1,1221,2
150,chr1,1222,2
150,chr1,1223,2
150,chr1,1224,2
150,chr1,1225,2
150,chr1,1226,2
150,chr1,1227,2
150,chr1,1228,2
150,chr1,1229,2
150,chr1,1230,2
150,chr1,1231,2
150,chr1,1232,2
150,chr1,1233,2
150,chr1,1234,2
150,chr1,1235,2
150,chr1,1236,2
150,chr1,1237,2
150,chr1,1238,2
150,chr1,1239,2
150,chr1,1240,2
150,chr1,1241,2
150,chr1,1242,2
150,chr1,1243,2
150,chr1,1244,2
150,chr1,1245,2
150,chr1,1246,2
150,chr1,1247,2
150,chr1,1248,2
150,chr1,1249,2
150,chr1,1250,2
150,chr1,1251,2
150,chr1,1252,2
150,chr1,1253,2
150,chr1,1254,2
150,chr1,1255,2
150,chr1,1256,2
150,chr1,1257,2
150,chr1,1258,2
150,chr1,1259,2
150,chr1,1260,2
150,chr1,1261,2
150,chr1,1262,2
150,chr1,1263,2
150,chr1,1264,2
150,chr1,1265,2
150,chr1,1266,2
150,chr1,1267,2
150,chr1,1268,2
150,chr1,1269,2
150,chr1,1270,2
150,chr1,1271,2
150,chr1,1272,2
150,chr1,1273,2
150,chr1,1274,2
150,chr1,1275,2
150,chr1,1276,2
150,chr1,1277,2
150,chr1,1278,2
150,chr1,1279,2
150,chr1,1280,2
150,chr1,1281,2
150,chr1,1282,2
150,chr1,1283,2
150,chr1,1284,2
150,chr1,1285,2
150,chr1,1286,2
150,chr1,1287,2
150,chr1,1288,2
150,chr1,1289,2
150,chr1,1290,2
150,chr1,1291,2
150,chr1,1292,2
150,chr1,1293,2
150,chr1,1294,2
150,chr1,1295,2
